,Номер паспорта,Фамилия,Имя,Отчество,Дата рождения,Пол,Год получения прав,КП во время учёбы,Количество попыток сдачи эказмена,Название автошколы,Код региона получения прав
15983,8041410828,Елисеев,Болеслав,Гордеевич,1954-12-08,М,1995,А,3,Первоклассная,13
15984,4052222208,Максимова,Дарья,Михайловна,1978-07-01,Ж,2004,M,3,Сигнал,11
15985,3570958943,Муравьев,Илья,Жанович,1967-11-07,М,1995,А,5,Дорожная Азбука,24
15986,0620615835,Павлова,Наталья,Матвеевна,1953-07-31,Ж,1992,А,1,Маневр,67
15987,4030062558,Одинцов,Иларион,Григорьевич,1984-02-15,М,2004,M,1,Автоперекресток,34
15988,8404906125,Доронин,Тимур,Измаилович,1987-09-01,М,2021,M,2,Тутти плюс,40
15989,0510723553,Доронина,Людмила,Станиславовна,1970-12-12,Ж,1988,А,2,АвтоГарвард,89
15990,6372226639,Константинова,Оксана,Аскольдовна,1988-03-06,Ж,2011,M,1,Стажер,58
15991,4509486816,Потапова,Клавдия,Дмитриевна,1990-05-28,Ж,2016,M,1,Автоправо,14
15992,0247056821,Белозеров,Доброслав,Исидорович,1970-05-01,М,1990,M,5,Эксперт,60
15993,4538390019,Наумова,Виктория,Захаровна,1964-10-07,Ж,2021,M,5,Гарант,72
15994,0899202237,Пестов,Мирон,Ефимович,2002-08-23,М,2021,M,3,Коррэктъ,55
15995,3076600408,Лукина,Октябрина,Юльевна,1961-09-26,Ж,1984,M,2,Азбука вождения,23
15996,1876809544,Бобров,Эммануил,Феодосьевич,1970-02-23,М,1998,А,4,Ротор,13
15997,8895151546,Куликов,Демьян,Геннадиевич,1989-02-17,М,2007,А,2,Лидер,59
15998,6849591763,Рогов,Эраст,Иосипович,2000-05-05,М,2021,А,4,Лидер,12
15999,4384301708,Смирнова,Евфросиния,Михайловна,1976-08-21,Ж,2017,А,5,Перспектива,92
16000,9746124860,Мельников,Никон,Фёдорович,1965-08-07,М,2016,А,4,Престиж,48
16001,2777635178,Поляков,Лазарь,Фомич,2000-11-16,М,2018,M,3,100 дорог,19
16002,3403344396,Беляков,Алексей,Германович,1996-07-27,М,2018,А,5,Автолицей,89
16003,8672247942,Капустин,Нестор,Филиппович,1953-01-10,М,1994,А,5,Рокада,15
16004,8420138547,Дементьева,Оксана,Эдуардовна,1954-05-14,Ж,1982,А,1,Автолюбитель,60
16005,6758229737,Анисимова,Алла,Семеновна,1966-09-02,Ж,1995,А,3,Луч,99
16006,3038914245,Прохорова,Лариса,Дмитриевна,1991-01-31,Ж,2009,А,1,Дюк,72
16007,7556620376,Туров,Ян,Юльевич,1981-12-19,М,2010,M,2,Авто-Механика,14
16008,4669027947,Назаров,Назар,Фомич,1966-07-30,М,2021,M,1,Профессионал,37
16009,3948069537,Тарасов,Никодим,Феодосьевич,1965-04-20,М,2019,M,1,Автоэлита,86
16010,9182860821,Мельников,Александр,Валерьянович,1953-02-06,М,1983,А,3,Клаксон,86
16011,3051997456,Кулаков,Николай,Герасимович,2002-12-18,М,2021,M,1,Онега,13
16012,8962282074,Максимова,Варвара,Захаровна,1980-03-07,Ж,2001,А,2,За рулем,77
16013,4177633210,Баранов,Севастьян,Игоревич,1958-11-03,М,1991,А,3,Водитель,86
16014,4128431891,Исаков,Пров,Тарасович,1987-04-29,М,2017,M,5,Дюк,12
16015,9432848845,Федосеева,Ия,Игоревна,1999-05-02,Ж,2021,M,4,100 дорог,27
16016,7249421564,Морозова,Юлия,Григорьевна,1976-09-05,Ж,2006,M,2,Лучший водитель,43
16017,0810380569,Баранова,Жанна,Михайловна,1995-06-27,Ж,2020,M,4,Мастер-класс,53
16018,4824761697,Галкина,Жанна,Юльевна,1960-01-27,Ж,1990,А,1,Физика вождения,10
16019,9651854819,Субботин,Давыд,Даниилович,1964-03-14,М,2013,M,5,Форсаж,18
16020,3944724831,Кузьмин,Викторин,Филатович,1958-04-21,М,2013,M,3,Кристалл,19
16021,2902310416,Дьячкова,Клавдия,Аскольдовна,1963-08-18,Ж,2016,А,4,Эстафета,62
16022,0342220805,Мартынов,Мир,Гордеевич,1966-10-22,М,1999,А,5,Ралли Шоп,86
16023,5009536959,Коновалова,Лора,Ефимовна,1981-05-16,Ж,2002,А,3,Альтернатива,2
16024,1294768902,Воронова,Виктория,Анатольевна,1980-02-16,Ж,2006,А,5,Мак-Авто,40
16025,2872931408,Морозова,Лора,Дмитриевна,1971-03-11,Ж,1994,А,1,Шанс,41
16026,0444743646,Григорьева,Вера,Тарасовна,1986-12-04,Ж,2006,А,2,Дюк,6
16027,8272303821,Щукина,Евпраксия,Матвеевна,1993-07-19,Ж,2020,А,3,Звездный мост,39
16028,5531372228,Казакова,Юлия,Анатольевна,1986-06-26,Ж,2020,M,5,Маневр,23
16029,5227050986,Павлов,Афиноген,Ефстафьевич,1974-07-17,М,2011,А,4,Малина,41
16030,9629359179,Васильев,Лукьян,Юлианович,1993-07-27,М,2011,M,1,Дюк,24
16031,0415965938,Васильева,Оксана,Матвеевна,1997-03-03,Ж,2020,А,3,Автоправо,86
16032,8228310200,Лапин,Владислав,Харламович,1962-04-18,М,2004,А,3,АвтоГарвард,44
16033,6084685065,Щербаков,Эраст,Иларионович,1983-04-20,М,2014,А,4,Юность,23
16034,5887688867,Кабанова,Элеонора,Мироновна,1969-01-16,Ж,2009,M,3,Конкорд,54
16035,2161292248,Лихачева,Людмила,Рубеновна,1960-05-24,Ж,2010,А,2,Курсант,48
16036,1777692773,Кононова,Майя,Петровна,1993-03-26,Ж,2011,А,4,Восток,49
16037,5370727079,Гусев,Андрей,Анатольевич,1987-11-09,М,2009,А,3,Перекресток,79
16038,0933558790,Филиппова,Мария,Вадимовна,1969-11-19,Ж,2008,А,4,Профи,13
16039,8006545370,Агафонов,Виталий,Артемьевич,1981-03-22,М,2006,M,1,Флагман,46
16040,5610475499,Михеева,Агафья,Ниловна,1973-10-06,Ж,2020,А,2,Физика вождения,37
16041,0679718843,Кудряшов,Силантий,Ярославович,1978-02-03,М,1998,M,2,Форсаж,23
16042,0856300614,Уварова,Вероника,Дмитриевна,1969-05-15,Ж,2004,А,3,Лучший водитель,83
16043,7666199947,Никитин,Арефий,Брониславович,2002-01-16,М,2021,А,2,Автолайф,41
16044,3309541821,Мельников,Будимир,Афанасьевич,1977-12-15,М,2019,M,2,Локомотив,4
16045,4020491405,Лыткина,Надежда,Валентиновна,1973-04-14,Ж,2009,M,3,Правый руль,51
16046,7262224533,Уварова,Нонна,Юльевна,1987-09-18,Ж,2010,M,5,Локомотив,32
16047,7858374240,Тетерина,Фаина,Макаровна,1961-03-12,Ж,2008,А,5,Автолицей,62
16048,3436604873,Филиппова,Василиса,Феликсовна,1995-08-21,Ж,2021,M,3,Курсант,21
16049,6442161439,Жданова,Светлана,Валентиновна,1977-10-20,Ж,1999,M,5,Авто-Премиум,34
16050,2749343884,Симонова,Иванна,Николаевна,1995-01-02,Ж,2013,А,1,Автолидер,5
16051,6294688921,Лазарев,Иннокентий,Борисович,1999-02-03,М,2018,M,3,Арго,60
16052,5709793027,Суханова,Валентина,Юрьевна,1987-07-18,Ж,2012,M,1,Чайка,26
16053,6988878775,Хохлова,Вероника,Ждановна,1968-01-07,Ж,2019,А,5,100 дорог,91
16054,9773722472,Емельянов,Севастьян,Герасимович,1991-03-03,М,2012,M,2,Автомобилист,43
16055,4468428549,Колесникова,Фаина,Оскаровна,1976-12-10,Ж,2006,А,4,Азбука дорог,5
16056,2249339801,Козлова,Эмилия,Максимовна,1961-08-11,Ж,1987,M,3,Крутой поворот,14
16057,5100055979,Абрамова,Нинель,Григорьевна,1971-08-10,Ж,1995,M,1,Элит,89
16058,4021630350,Аксенова,Анжела,Геннадьевна,1958-12-05,Ж,2021,M,4,Мотор,2
16059,8367321319,Силин,Сергей,Аверьянович,1968-04-25,М,1995,M,3,Новичок,72
16060,9738330313,Авдеев,Стоян,Витальевич,1996-02-25,М,2017,M,1,Автоштурман,58
16061,3731160953,Русакова,Ирина,Ефимовна,1991-03-23,Ж,2017,M,1,Первоклассная,9
16062,7677719423,Шилова,Полина,Семеновна,1974-02-03,Ж,2019,M,4,АвтоАс,48
16063,5179513513,Рябова,Лора,Станиславовна,1974-05-30,Ж,1995,M,4,Драйв,12
16064,4269616504,Меркушев,Стоян,Устинович,1979-01-21,М,1998,А,3,Минуэт,16
16065,6164421950,Волкова,Зоя,Григорьевна,1955-03-03,Ж,2000,А,2,Филин,42
16066,4851798660,Макаров,Аполлинарий,Феоктистович,1953-08-22,М,2002,А,2,Авто-Механика,92
16067,0477766872,Артемьев,Иосиф,Гертрудович,1972-01-25,М,1997,А,2,Престиж,91
16068,3435422018,Селезнев,Осип,Герасимович,1953-07-13,М,1985,А,4,Ралли Шоп,31
16069,8647111617,Исаков,Епифан,Абрамович,1973-12-19,М,2021,А,2,Автодрайвер,71
16070,0133746644,Шубина,Ульяна,Анатольевна,1990-01-11,Ж,2020,M,1,Знак,10
16071,0409992577,Прохорова,Эмилия,Афанасьевна,1975-11-04,Ж,2003,А,5,Ермак,4
16072,6384678090,Лапина,Ираида,Валериевна,1992-12-04,Ж,2017,А,3,Юность,22
16073,7352996498,Емельянова,Алина,Рубеновна,1971-02-15,Ж,2000,А,4,Физика вождения,5
16074,2332979085,Воробьев,Твердислав,Димитриевич,1980-06-23,М,2020,А,2,Онега,74
16075,3070729691,Владимиров,Эраст,Теймуразович,1985-08-26,М,2007,M,5,Филин,89
16076,5639856100,Власова,Юлия,Оскаровна,1964-10-08,Ж,2007,M,3,Евродрайв,4
16077,4081886123,Абрамов,Капитон,Бориславович,1976-03-01,М,2020,А,3,Азбука дорог,4
16078,1517524700,Герасимов,Добромысл,Игнатович,1995-11-28,М,2019,А,2,Автоправо,8
16079,7351404935,Богданов,Станислав,Терентьевич,1973-03-21,М,2005,А,2,Аверс,33
16080,2628743938,Игнатова,Виктория,Никифоровна,1979-01-27,Ж,2015,А,3,Автостиль,1
16081,0627527815,Королева,Ирина,Сергеевна,1955-11-13,Ж,2013,M,2,Перекресток,35
16082,8082112960,Овчинникова,Вера,Юльевна,1986-12-29,Ж,2020,А,5,Флагман,4
16083,7322793433,Панова,Лариса,Богдановна,1960-11-05,Ж,2016,M,4,Пилот,3
16084,9030996909,Денисова,Алла,Дмитриевна,1960-07-30,Ж,1979,А,3,Онега,60
16085,7183228480,Медведева,Нонна,Матвеевна,1961-12-03,Ж,1999,M,5,Лучший водитель,8
16086,1755993408,Евсеев,Орест,Анисимович,1994-12-05,М,2017,А,1,Виртуоз,78
16087,1128494106,Виноградов,Анатолий,Адамович,1963-04-20,М,1997,А,2,Супер-автошкола,70
16088,4488295611,Панфилова,Милица,Степановна,1976-09-28,Ж,2001,M,5,Леди Моторс,48
16089,5447395800,Кононов,Афанасий,Алексеевич,1967-11-26,М,1999,M,5,Альфа,57
16090,2034640567,Фокин,Гаврила,Ефремович,1984-03-21,М,2010,M,3,Умный водитель,47
16091,9383465562,Цветкова,Лукия,Феликсовна,1984-01-10,Ж,2021,А,5,Автоперекресток,89
16092,6587606458,Гусева,Лора,Кузьминична,1951-11-09,Ж,2008,M,3,Новые горизонты,31
16093,1503536572,Корнилов,Станислав,Трофимович,1976-10-31,М,2016,А,4,Знак,51
16094,0682320683,Калашников,Лазарь,Димитриевич,1965-01-21,М,2004,А,5,Победа,18
16095,6028237048,Морозова,Марфа,Архиповна,1978-08-28,Ж,2007,M,1,А-Класс,27
16096,5072750993,Исаков,Адриан,Матвеевич,1991-12-10,М,2014,А,4,Перекресток,46
16097,1214534536,Гришина,Иванна,Федоровна,1972-07-18,Ж,2020,А,4,Хайвэй,55
16098,1622273777,Мамонтов,Борис,Ефстафьевич,1958-08-12,М,1983,А,4,Профессионал,6
16099,0011130665,Голубев,Чеслав,Всеволодович,1964-02-07,М,2004,А,4,Армада,44
16100,0075609334,Виноградов,Измаил,Фролович,1971-08-22,М,2020,M,4,Ягуар,74
16101,0816973090,Беспалова,Фаина,Кузьминична,1998-08-23,Ж,2019,M,3,Авангард,37
16102,2371434667,Константинов,Амос,Трифонович,1990-11-16,М,2011,M,1,Лидер,35
16103,9604171974,Терентьев,Геннадий,Федосьевич,1988-02-09,М,2009,А,2,Перспектива,62
16104,7204478694,Зимин,Эрнст,Филатович,1992-02-07,М,2019,M,3,АвтоАс,73
16105,8343614756,Богданов,Христофор,Вилорович,1976-10-05,М,1997,А,1,Близкое расстояние,61
16106,8202465471,Назаров,Поликарп,Гаврилович,1984-09-02,М,2021,M,3,Автостарт,53
16107,1538766268,Крюков,Аристарх,Августович,1961-12-05,М,2006,А,3,Мастер-класс,29
16108,9270779175,Гурьева,Зинаида,Викторовна,1988-10-04,Ж,2016,А,5,Маневр,52
